id,code_insee,nom_commune,coordinates,geojson
1,81004,Albi,"43.929,2.132","{""type"":""Polygon"",""coordinates"":[[[2.117258,43.897583],[2.117558,43.897924],[2.117737,43.898092],[2.118167,43.898441],[2.119529,43.899434],[2.119819,43.899588],[2.120188,43.899688],[2.120827,43.899804],[2.122616,43.90011],[2.122707,43.900242],[2.123196,43.900458],[2.123738,43.900676],[2.124122,43.900852],[2.123782,43.90087],[2.12378,43.90094],[2.124112,43.901048],[2.124518,43.901322],[2.124894,43.901633],[2.125195,43.901909],[2.125315,43.902104],[2.125478,43.902748],[2.125691,43.9034],[2.12584,43.903661],[2.126062,43.90392],[2.12642,43.904221],[2.126977,43.904599],[2.12713,43.904721],[2.127423,43.905007],[2.127699,43.905403],[2.127806,43.905621],[2.127898,43.906037],[2.127896,43.906326],[2.127854,43.906694],[2.127853,43.906995],[2.127914,43.907337],[2.128123,43.908285],[2.128239,43.908512],[2.128649,43.909114],[2.129126,43.909777],[2.129626,43.910597],[2.130394,43.911896],[2.130511,43.91208],[2.131324,43.913211],[2.131515,43.913385],[2.131165,43.913506],[2.130779,43.913764],[2.130273,43.913951],[2.129808,43.914144],[2.129508,43.914205],[2.12934,43.914325],[2.128604,43.914647],[2.127319,43.91512],[2.126994,43.915202],[2.12669,43.915393],[2.126197,43.915561],[2.12587,43.915591],[2.125454,43.915682],[2.125228,43.915753],[2.124938,43.915901],[2.1246,43.916112],[2.124378,43.916371],[2.123844,43.916399],[2.12343,43.916495],[2.122815,43.916721],[2.122297,43.916981],[2.122092,43.917007],[2.121958,43.916981],[2.121827,43.917036],[2.121212,43.917449],[2.121052,43.917485],[2.120942,43.917605],[2.120645,43.917773],[2.120558,43.917943],[2.11974,43.918247],[2.119583,43.918371],[2.11949,43.918502],[2.119417,43.918711],[2.119305,43.918688],[2.118835,43.918697],[2.117045,43.918528],[2.115846,43.918388],[2.114961,43.918302],[2.1129,43.918126],[2.112035,43.918093],[2.111296,43.918093],[2.109214,43.918164],[2.108639,43.918154],[2.10801,43.918102],[2.107261,43.91799],[2.10691,43.917959],[2.105326,43.917867],[2.104558,43.91781],[2.103617,43.917754],[2.100531,43.917562],[2.098758,43.91748],[2.098092,43.917427],[2.095992,43.917329],[2.09547,43.917267],[2.094839,43.917214],[2.093385,43.917123],[2.089243,43.916873],[2.089072,43.916465],[2.088893,43.916181],[2.0884,43.915997],[2.08783,43.91583],[2.087364,43.915669],[2.086725,43.915508],[2.085979,43.915341],[2.085476,43.915206],[2.084732,43.914901],[2.083352,43.914393],[2.08283,43.91412],[2.081686,43.913351],[2.08132,43.913071],[2.081058,43.912759],[2.080808,43.912594],[2.080035,43.912207],[2.079183,43.911803],[2.078721,43.911528],[2.078069,43.911101],[2.077219,43.910494],[2.07656,43.910037],[2.07646,43.909847],[2.07633,43.909398],[2.076247,43.909188],[2.075918,43.9089],[2.075541,43.908725],[2.075368,43.908608],[2.075329,43.908572],[2.075072,43.9081],[2.07487,43.907853],[2.074611,43.907627],[2.074162,43.907244],[2.073999,43.907083],[2.073805,43.906783],[2.073751,43.906622],[2.073764,43.906432],[2.073943,43.906013],[2.074001,43.905549],[2.074011,43.905082],[2.073864,43.904391],[2.073809,43.903799],[2.073747,43.903824],[2.073208,43.90381],[2.072824,43.903773],[2.07195,43.903628],[2.071449,43.903428],[2.071266,43.903301],[2.071098,43.903097],[2.071042,43.902867],[2.071003,43.902544],[2.070927,43.902403],[2.070786,43.90228],[2.07058,43.902189],[2.070427,43.902073],[2.070186,43.90179],[2.069571,43.901399],[2.068853,43.900903],[2.068626,43.900667],[2.068442,43.900425],[2.068287,43.900349],[2.068039,43.900331],[2.067346,43.900501],[2.066623,43.90056],[2.066164,43.900623],[2.065677,43.900713],[2.065183,43.90075],[2.064619,43.900684],[2.063921,43.90054],[2.06358,43.900449],[2.06313,43.900282],[2.062397,43.899898],[2.061657,43.899671],[2.061482,43.899607],[2.060629,43.89939],[2.0601,43.899282],[2.058542,43.899065],[2.058004,43.898952],[2.057111,43.898748],[2.05691,43.898686],[2.056531,43.898351],[2.056199,43.898191],[2.055721,43.898045],[2.055136,43.897765],[2.054719,43.897422],[2.054244,43.896908],[2.053917,43.896666],[2.053884,43.896898],[2.053464,43.896859],[2.053241,43.897],[2.052879,43.89729],[2.052789,43.897548],[2.052939,43.89785],[2.052977,43.89809],[2.052974,43.898548],[2.053041,43.898679],[2.053522,43.899074],[2.053641,43.899192],[2.053845,43.899506],[2.054304,43.899672],[2.054442,43.899732],[2.054541,43.900054],[2.054724,43.900923],[2.054518,43.901318],[2.05452,43.901436],[2.054904,43.901828],[2.055012,43.901986],[2.055224,43.902507],[2.055518,43.903287],[2.055684,43.903757],[2.055672,43.903871],[2.056342,43.904153],[2.056516,43.90429],[2.056567,43.904415],[2.056562,43.90484],[2.056578,43.905085],[2.05666,43.905372],[2.056855,43.905648],[2.057168,43.906051],[2.05719,43.906254],[2.057138,43.906568],[2.057161,43.906664],[2.057337,43.906818],[2.057975,43.907171],[2.059596,43.908239],[2.059897,43.908516],[2.060428,43.909295],[2.060813,43.909839],[2.061736,43.911181],[2.062068,43.911348],[2.062612,43.911547],[2.062884,43.911669],[2.063154,43.911849],[2.063244,43.911972],[2.064055,43.912609],[2.064511,43.91292],[2.065082,43.913159],[2.065348,43.913245],[2.0655,43.913252],[2.066206,43.913229],[2.067047,43.913163],[2.067657,43.913133],[2.068422,43.913075],[2.069241,43.912971],[2.069869,43.912862],[2.070301,43.912858],[2.070993,43.912893],[2.071357,43.912943],[2.072801,43.913213],[2.073335,43.913305],[2.074175,43.913494],[2.076646,43.913847],[2.077779,43.914139],[2.078836,43.914443],[2.079976,43.914747],[2.081277,43.915146],[2.081482,43.91517],[2.082319,43.91537],[2.082925,43.91554],[2.083426,43.915702],[2.083537,43.915784],[2.085434,43.916245],[2.085957,43.916336],[2.086927,43.916528],[2.087357,43.916833],[2.089703,43.917621],[2.090656,43.918034],[2.091381,43.918318],[2.092098,43.918573],[2.091809,43.920232],[2.091691,43.921228],[2.091411,43.922761],[2.091108,43.924726],[2.091056,43.925135],[2.090691,43.925129],[2.089665,43.925206],[2.088867,43.925281],[2.088457,43.925265],[2.0881,43.925319],[2.08788,43.925528],[2.088112,43.926439],[2.088194,43.926805],[2.088135,43.927285],[2.089629,43.927248],[2.090964,43.927563],[2.092363,43.928345],[2.093366,43.929423],[2.093627,43.930233],[2.093902,43.931769],[2.094657,43.933911],[2.095323,43.934938],[2.096453,43.93594],[2.097622,43.936719],[2.098622,43.937017],[2.099622,43.937101],[2.102561,43.937039],[2.104509,43.936873],[2.106828,43.936806],[2.108418,43.936638],[2.110105,43.9366],[2.110473,43.936624],[2.113035,43.936938],[2.114039,43.937354],[2.114618,43.937926],[2.114929,43.938709],[2.114892,43.939332],[2.114148,43.940764],[2.113708,43.941646],[2.113692,43.942286],[2.11383,43.942602],[2.11391,43.942667],[2.114069,43.943046],[2.114507,43.943452],[2.115804,43.943557],[2.116984,43.943479],[2.117577,43.943471],[2.11788,43.94473],[2.118277,43.946525],[2.117186,43.947156],[2.116677,43.947493],[2.113561,43.94939],[2.113611,43.950067],[2.113844,43.952796],[2.113748,43.953017],[2.112471,43.955646],[2.112124,43.956191],[2.111754,43.956719],[2.113562,43.956673],[2.113716,43.956688],[2.113812,43.95677],[2.113128,43.957078],[2.113395,43.95706],[2.115065,43.956875],[2.115941,43.956766],[2.116733,43.956715],[2.117006,43.95673],[2.117755,43.956834],[2.118301,43.957015],[2.118869,43.957236],[2.119209,43.957347],[2.120295,43.957538],[2.120894,43.957616],[2.12095,43.957646],[2.122124,43.957603],[2.123123,43.957701],[2.123954,43.95745],[2.124522,43.957291],[2.124881,43.957289],[2.125262,43.956937],[2.125774,43.95695],[2.126308,43.957038],[2.12696,43.956863],[2.127185,43.956878],[2.127313,43.956746],[2.127652,43.957043],[2.128028,43.956975],[2.128732,43.956639],[2.128855,43.956835],[2.128878,43.957384],[2.12875,43.957543],[2.128923,43.95763],[2.129246,43.957667],[2.129694,43.957612],[2.129922,43.957686],[2.13021,43.957693],[2.130574,43.957749],[2.131038,43.957918],[2.133709,43.958255],[2.135028,43.958302],[2.135765,43.958653],[2.139061,43.96067],[2.142144,43.962513],[2.143739,43.963463],[2.15001,43.967148],[2.152511,43.968599],[2.15423,43.96959],[2.154779,43.969508],[2.156223,43.969331],[2.156557,43.969146],[2.157239,43.968466],[2.15722,43.968402],[2.157367,43.968004],[2.15738,43.967901],[2.157322,43.96772],[2.157085,43.967296],[2.157071,43.967185],[2.157181,43.966197],[2.157304,43.965608],[2.157475,43.965472],[2.157721,43.965053],[2.158094,43.964652],[2.15802,43.964379],[2.157919,43.964184],[2.157667,43.963907],[2.157667,43.963849],[2.157427,43.963538],[2.157056,43.963198],[2.156802,43.962921],[2.156343,43.962513],[2.156028,43.96234],[2.155377,43.962059],[2.154696,43.96175],[2.154531,43.961613],[2.154313,43.961227],[2.154076,43.961111],[2.153602,43.960911],[2.153395,43.960801],[2.153089,43.960596],[2.152549,43.960011],[2.152819,43.958392],[2.15299,43.958156],[2.153045,43.957969],[2.152964,43.957469],[2.153196,43.955824],[2.153485,43.953673],[2.153528,43.952831],[2.153618,43.952709],[2.153545,43.952476],[2.153587,43.95166],[2.153646,43.951054],[2.153634,43.950961],[2.153758,43.950773],[2.153938,43.950957],[2.153887,43.951035],[2.154239,43.951344],[2.154313,43.951514],[2.154307,43.95167],[2.154469,43.951847],[2.154602,43.951896],[2.155064,43.952222],[2.155145,43.952308],[2.155717,43.952717],[2.156089,43.952956],[2.156567,43.953347],[2.156785,43.953441],[2.157481,43.953435],[2.157842,43.953824],[2.158207,43.954128],[2.158875,43.954595],[2.159339,43.954901],[2.159958,43.955262],[2.160491,43.955496],[2.160999,43.955283],[2.161312,43.955168],[2.161919,43.955097],[2.16231,43.954954],[2.162964,43.954753],[2.16325,43.954624],[2.164486,43.95438],[2.165384,43.954187],[2.166682,43.953829],[2.167238,43.952727],[2.168919,43.949372],[2.171139,43.945293],[2.172172,43.9435],[2.173687,43.941291],[2.174285,43.940505],[2.174996,43.940048],[2.175856,43.939717],[2.176759,43.939541],[2.177819,43.939508],[2.179018,43.939515],[2.180161,43.93967],[2.181401,43.939957],[2.182412,43.940303],[2.183382,43.940709],[2.184355,43.941232],[2.185398,43.941962],[2.185673,43.942237],[2.186467,43.941999],[2.186632,43.941964],[2.186903,43.941993],[2.187089,43.942085],[2.187486,43.94236],[2.187749,43.942423],[2.188099,43.942445],[2.188342,43.942529],[2.188458,43.942606],[2.188603,43.942593],[2.18879,43.942474],[2.189295,43.942488],[2.189859,43.942419],[2.190025,43.942314],[2.190142,43.942068],[2.190716,43.94197],[2.191028,43.941873],[2.191076,43.941802],[2.191701,43.941221],[2.191857,43.941151],[2.192031,43.940975],[2.192179,43.940737],[2.192423,43.94028],[2.192804,43.939866],[2.193261,43.9396],[2.193885,43.939355],[2.194197,43.938956],[2.194304,43.938892],[2.19479,43.938725],[2.195005,43.938605],[2.195112,43.938443],[2.19527,43.937939],[2.195703,43.937682],[2.195987,43.937462],[2.196197,43.937222],[2.196252,43.937014],[2.196248,43.936834],[2.196666,43.936258],[2.196789,43.935902],[2.196845,43.935555],[2.196838,43.935392],[2.196881,43.935062],[2.196942,43.934808],[2.197027,43.934657],[2.19733,43.934445],[2.197536,43.934275],[2.198138,43.933553],[2.198916,43.93312],[2.199079,43.93291],[2.199285,43.9328],[2.199878,43.932799],[2.200053,43.932751],[2.200243,43.932493],[2.200579,43.931774],[2.200774,43.931537],[2.200999,43.931021],[2.200982,43.930647],[2.201146,43.930365],[2.201424,43.930184],[2.201479,43.930026],[2.20143,43.929673],[2.201484,43.929271],[2.20146,43.928954],[2.201478,43.928635],[2.201531,43.92853],[2.201758,43.928547],[2.202437,43.928384],[2.203011,43.928221],[2.203068,43.927946],[2.203171,43.927287],[2.203254,43.92649],[2.203186,43.9263],[2.203118,43.926325],[2.203088,43.925247],[2.203068,43.92412],[2.203021,43.923836],[2.202926,43.923653],[2.202774,43.923526],[2.202787,43.923435],[2.203001,43.923278],[2.203093,43.923008],[2.202937,43.922813],[2.202757,43.922927],[2.202454,43.922721],[2.202387,43.922565],[2.201959,43.921819],[2.201494,43.92107],[2.201519,43.921028],[2.19981,43.919559],[2.197995,43.918296],[2.1977,43.918475],[2.197491,43.91852],[2.196998,43.918169],[2.196944,43.918208],[2.196357,43.917815],[2.196279,43.917673],[2.196002,43.917339],[2.194363,43.917512],[2.194431,43.916813],[2.194508,43.916394],[2.194637,43.916007],[2.194735,43.915844],[2.195066,43.915501],[2.195621,43.915059],[2.195994,43.914856],[2.197264,43.91419],[2.198896,43.913356],[2.199275,43.913123],[2.199764,43.912691],[2.200157,43.912432],[2.200379,43.912015],[2.200477,43.911725],[2.200599,43.911138],[2.200885,43.910795],[2.20102,43.91055],[2.201268,43.910456],[2.201643,43.910165],[2.201987,43.909592],[2.202119,43.90955],[2.202589,43.909488],[2.202815,43.909422],[2.203028,43.909324],[2.203345,43.909075],[2.203552,43.908942],[2.203636,43.908834],[2.203836,43.90844],[2.204273,43.907909],[2.204455,43.907775],[2.204888,43.907409],[2.20535,43.906947],[2.205479,43.906799],[2.205631,43.906697],[2.205757,43.906672],[2.205999,43.906383],[2.206096,43.906166],[2.206226,43.905991],[2.206314,43.905648],[2.206521,43.905194],[2.206745,43.904754],[2.206881,43.904583],[2.207176,43.904041],[2.207183,43.903777],[2.207262,43.903602],[2.207685,43.903192],[2.208164,43.90279],[2.208522,43.902525],[2.208639,43.902371],[2.20896,43.902271],[2.209432,43.902039],[2.209872,43.901843],[2.211173,43.901336],[2.211823,43.901059],[2.210124,43.899204],[2.209891,43.898819],[2.210092,43.898643],[2.208853,43.897568],[2.208396,43.896991],[2.207761,43.896035],[2.207477,43.896127],[2.205733,43.896518],[2.205535,43.896389],[2.205017,43.896012],[2.204828,43.895856],[2.20459,43.895591],[2.204244,43.895331],[2.204097,43.895164],[2.203808,43.894653],[2.203756,43.894447],[2.203761,43.894182],[2.203807,43.893812],[2.203819,43.893412],[2.20374,43.893352],[2.204016,43.892381],[2.203999,43.891552],[2.203948,43.891393],[2.203695,43.890842],[2.203238,43.890361],[2.202732,43.890132],[2.202431,43.890096],[2.202225,43.889924],[2.201421,43.889031],[2.201195,43.88918],[2.200803,43.889262],[2.200296,43.889537],[2.199567,43.889981],[2.19925,43.89017],[2.198565,43.890431],[2.198019,43.890687],[2.197434,43.890944],[2.197008,43.89131],[2.196584,43.891574],[2.196356,43.891754],[2.196228,43.891819],[2.195772,43.891983],[2.195531,43.892143],[2.195278,43.892388],[2.195144,43.892456],[2.194885,43.892494],[2.19434,43.892638],[2.193605,43.892804],[2.193147,43.892954],[2.192988,43.893032],[2.192536,43.893482],[2.191768,43.893979],[2.191346,43.894308],[2.190687,43.894962],[2.189957,43.895509],[2.18978,43.895892],[2.189515,43.895977],[2.189387,43.89626],[2.189103,43.896285],[2.188843,43.89644],[2.188477,43.896581],[2.18793,43.896725],[2.187914,43.896926],[2.187802,43.89724],[2.187584,43.897369],[2.187451,43.897501],[2.187289,43.897727],[2.187439,43.897919],[2.187434,43.897996],[2.187163,43.898242],[2.186913,43.898579],[2.186408,43.899065],[2.186334,43.899298],[2.186202,43.899552],[2.186101,43.899844],[2.186012,43.900495],[2.18587,43.900856],[2.185665,43.901555],[2.185417,43.902209],[2.185082,43.902888],[2.185022,43.903195],[2.18494,43.903403],[2.185069,43.903599],[2.18495,43.903805],[2.18486,43.903864],[2.184722,43.90417],[2.18462,43.904261],[2.184749,43.904444],[2.184708,43.904638],[2.184779,43.904701],[2.184786,43.904845],[2.184636,43.905176],[2.184808,43.905647],[2.184693,43.905753],[2.184691,43.905941],[2.184374,43.905992],[2.184328,43.906226],[2.183924,43.906252],[2.183323,43.906329],[2.182632,43.906452],[2.182215,43.906484],[2.181668,43.907015],[2.181404,43.907251],[2.181133,43.907442],[2.180075,43.907955],[2.179864,43.908077],[2.179024,43.908767],[2.178549,43.909122],[2.178195,43.909316],[2.176938,43.909922],[2.176614,43.910019],[2.1755,43.910398],[2.175135,43.910561],[2.174556,43.910889],[2.174341,43.911063],[2.174092,43.911305],[2.173913,43.911371],[2.172508,43.910471],[2.172315,43.910634],[2.171135,43.910112],[2.171038,43.910156],[2.170785,43.910466],[2.170642,43.910592],[2.170232,43.910857],[2.170011,43.91097],[2.169882,43.911102],[2.169569,43.910901],[2.168576,43.910217],[2.168031,43.909572],[2.167624,43.909196],[2.167085,43.908871],[2.166177,43.908384],[2.165812,43.908942],[2.165038,43.908473],[2.164044,43.907829],[2.163879,43.907639],[2.163599,43.907208],[2.163381,43.907057],[2.163235,43.906998],[2.162813,43.906924],[2.162387,43.906816],[2.162078,43.906655],[2.161833,43.906426],[2.161726,43.906274],[2.161668,43.906111],[2.161647,43.905795],[2.161673,43.905671],[2.161701,43.905208],[2.16149,43.904413],[2.161369,43.904158],[2.161175,43.904028],[2.160745,43.904132],[2.160655,43.904106],[2.159954,43.90373],[2.15972,43.903813],[2.159203,43.90406],[2.158218,43.904255],[2.157643,43.904292],[2.15725,43.904387],[2.157053,43.90449],[2.15698,43.904471],[2.156785,43.904],[2.155929,43.903828],[2.155991,43.903578],[2.155948,43.903288],[2.155855,43.902918],[2.155781,43.90219],[2.154712,43.902317],[2.154552,43.901488],[2.153952,43.900694],[2.153635,43.901125],[2.153521,43.900952],[2.153164,43.900629],[2.1525,43.899923],[2.152257,43.900047],[2.1513,43.899034],[2.150791,43.89866],[2.149458,43.898087],[2.149344,43.897991],[2.149081,43.897911],[2.148772,43.897788],[2.148245,43.897645],[2.148172,43.897588],[2.147716,43.897458],[2.146804,43.897089],[2.146484,43.896858],[2.14605,43.896428],[2.145713,43.896012],[2.145197,43.895723],[2.144017,43.895227],[2.142576,43.894684],[2.142311,43.894383],[2.141961,43.894064],[2.141892,43.893927],[2.141944,43.893838],[2.142475,43.893569],[2.142683,43.893315],[2.143123,43.892526],[2.143458,43.891899],[2.142978,43.891573],[2.142711,43.891329],[2.142586,43.891159],[2.142274,43.890643],[2.14208,43.890433],[2.141563,43.890046],[2.141308,43.889823],[2.140827,43.889217],[2.140363,43.88861],[2.14024,43.888476],[2.139923,43.888839],[2.139758,43.88939],[2.139582,43.889877],[2.139419,43.890189],[2.139136,43.890496],[2.138601,43.890839],[2.138145,43.891286],[2.137412,43.891662],[2.136715,43.891998],[2.136058,43.892281],[2.135459,43.892517],[2.133859,43.893173],[2.13316,43.893464],[2.132913,43.89358],[2.132682,43.893721],[2.131427,43.894589],[2.130622,43.895104],[2.129286,43.895994],[2.128956,43.896162],[2.128591,43.896307],[2.128122,43.896461],[2.126756,43.896949],[2.12594,43.897256],[2.125121,43.897602],[2.124893,43.897679],[2.124711,43.897694],[2.124289,43.897664],[2.12245,43.897991],[2.122038,43.898055],[2.121697,43.898055],[2.120513,43.897994],[2.11868,43.897875],[2.118445,43.897853],[2.117547,43.897662],[2.117258,43.897583]]]}"
2,81284,Le Sequestre,"43.910,2.103","{""type"":""Polygon"",""coordinates"":[[[2.12378,43.90094],[2.123529,43.90095],[2.122387,43.900922],[2.121232,43.900941],[2.118821,43.901072],[2.117999,43.901126],[2.117107,43.901068],[2.116372,43.901122],[2.115841,43.901115],[2.115201,43.901081],[2.114721,43.901071],[2.114337,43.901111],[2.113988,43.9012],[2.113671,43.901352],[2.113268,43.901494],[2.112894,43.901647],[2.112297,43.901989],[2.111865,43.902184],[2.110807,43.902563],[2.110554,43.902643],[2.109757,43.902845],[2.109268,43.903049],[2.108858,43.903339],[2.108495,43.903708],[2.107995,43.904137],[2.107659,43.904367],[2.107144,43.904757],[2.106844,43.904842],[2.106304,43.904863],[2.105782,43.904845],[2.105348,43.904776],[2.104994,43.904763],[2.104434,43.90484],[2.104194,43.904848],[2.10383,43.904774],[2.103248,43.904585],[2.102917,43.904573],[2.102238,43.904691],[2.101841,43.904778],[2.101127,43.905012],[2.100204,43.90541],[2.099703,43.90555],[2.099302,43.905635],[2.098737,43.905717],[2.098438,43.905787],[2.098267,43.905761],[2.097923,43.905563],[2.097602,43.905532],[2.096276,43.905844],[2.095299,43.906021],[2.093116,43.90638],[2.092914,43.906421],[2.092674,43.906515],[2.091839,43.906645],[2.091517,43.906714],[2.091093,43.906747],[2.089078,43.907062],[2.088085,43.907371],[2.087839,43.907482],[2.087407,43.907635],[2.086529,43.907985],[2.086307,43.907827],[2.085855,43.907441],[2.085093,43.906903],[2.084721,43.907115],[2.084511,43.907205],[2.083647,43.907479],[2.083017,43.907617],[2.082116,43.907743],[2.080887,43.907841],[2.079761,43.907943],[2.079247,43.90796],[2.077602,43.908073],[2.077019,43.90817],[2.075979,43.908423],[2.075368,43.908608],[2.075541,43.908725],[2.075918,43.9089],[2.076247,43.909188],[2.07633,43.909398],[2.07646,43.909847],[2.07656,43.910037],[2.077219,43.910494],[2.078069,43.911101],[2.078721,43.911528],[2.079183,43.911803],[2.080035,43.912207],[2.080808,43.912594],[2.081058,43.912759],[2.08132,43.913071],[2.081686,43.913351],[2.08283,43.91412],[2.083352,43.914393],[2.084732,43.914901],[2.085476,43.915206],[2.085979,43.915341],[2.086725,43.915508],[2.087364,43.915669],[2.08783,43.91583],[2.0884,43.915997],[2.088893,43.916181],[2.089072,43.916465],[2.089243,43.916873],[2.093385,43.917123],[2.094839,43.917214],[2.09547,43.917267],[2.095992,43.917329],[2.098092,43.917427],[2.098758,43.91748],[2.100531,43.917562],[2.103617,43.917754],[2.104558,43.91781],[2.105326,43.917867],[2.10691,43.917959],[2.107261,43.91799],[2.10801,43.918102],[2.108639,43.918154],[2.109214,43.918164],[2.111296,43.918093],[2.112035,43.918093],[2.1129,43.918126],[2.114961,43.918302],[2.115846,43.918388],[2.117045,43.918528],[2.118835,43.918697],[2.119305,43.918688],[2.119417,43.918711],[2.11949,43.918502],[2.119583,43.918371],[2.11974,43.918247],[2.120558,43.917943],[2.120645,43.917773],[2.120942,43.917605],[2.121052,43.917485],[2.121212,43.917449],[2.121827,43.917036],[2.121958,43.916981],[2.122092,43.917007],[2.122297,43.916981],[2.122815,43.916721],[2.12343,43.916495],[2.123844,43.916399],[2.124378,43.916371],[2.1246,43.916112],[2.124938,43.915901],[2.125228,43.915753],[2.125454,43.915682],[2.12587,43.915591],[2.126197,43.915561],[2.12669,43.915393],[2.126994,43.915202],[2.127319,43.91512],[2.128604,43.914647],[2.12934,43.914325],[2.129508,43.914205],[2.129808,43.914144],[2.130273,43.913951],[2.130779,43.913764],[2.131165,43.913506],[2.131515,43.913385],[2.131324,43.913211],[2.130511,43.91208],[2.130394,43.911896],[2.129626,43.910597],[2.129126,43.909777],[2.128649,43.909114],[2.128239,43.908512],[2.128123,43.908285],[2.127914,43.907337],[2.127853,43.906995],[2.127854,43.906694],[2.127896,43.906326],[2.127898,43.906037],[2.127806,43.905621],[2.127699,43.905403],[2.127423,43.905007],[2.12713,43.904721],[2.126977,43.904599],[2.12642,43.904221],[2.126062,43.90392],[2.12584,43.903661],[2.125691,43.9034],[2.125478,43.902748],[2.125315,43.902104],[2.125195,43.901909],[2.124894,43.901633],[2.124518,43.901322],[2.124112,43.901048],[2.12378,43.90094]]]}"
